NDVI01,NDVI02,NDVI03,NDVI04,NDVI05,NDVI06,NDVI07,NDVI08,NDVI09,NDVI10,NDVI11,NDVI12
0.098886264,0.103671706,0.238721805,0.478473581,0.429209469,0.281007034,0.60566706,0.291368262,0.133020344,0.779261423,0.818018826,0.721222269
0.118790497,0.147110333,0.218348624,0.652876843,0.513882956,0.039529566,0.702402584,0.646028768,0.162462159,0.204208885,0.363849765,0.155452436
0.181039755,0.146680942,0.227817746,0.528601695,0.41330919,0.041322314,0.671361502,0.679732314,0.602895553,0.199579095,0.373931624,0.143989432
0.22,0.143859649,0.19772404,0.67618198,0.534545455,0.054701466,0.706315382,0.636899747,0.216294859,0.216854341,0.239008264,0.171939477
0.113367174,0.139414802,0.411447084,0.637249594,0.466727857,0.045908184,0.691221879,0.654270904,0.589966233,0.208658009,0.21105142,0.161702128
0.14325452,0.143024619,0.38021978,0.644178171,0.491402715,0.049146758,0.703306524,0.664745011,0.568914286,0.210563883,0.312302839,0.169649248
0.087388282,0.138028169,0.366205652,0.684104628,0.493727599,0.05838425,0.703518729,0.674583796,0.562322015,0.190301249,0.268189509,0.150956768
0.171707317,0.156021898,0.264172773,0.538724861,0.481873727,0.043109079,0.675,0.693076374,0.709641256,0.696209436,0.593882753,0.454765507
0.143168803,0.15359116,0.339330335,0.68719923,0.507284768,0.073482428,0.712975699,0.655363322,0.521816563,0.198504673,0.341349884,0.139554088
0.136294953,0.138390272,0.354629128,0.675858732,0.492564218,0.087746424,0.708342963,0.659574468,0.552210724,0.190148497,0.264391238,0.149333333
0.130434783,0.126292467,0.292015634,0.636667462,0.480251346,0.212616822,0.665081352,0.748926014,0.679511028,0.235772358,0.207048458,0.242669994
0.124716553,0.14665304,0.280973451,0.607207207,0.468485419,0.195809831,0.689829286,0.758878956,0.68787328,0.209439528,0.261538462,0.220012055
0.162137405,0.176145776,0.399565689,0.723193596,0.565002064,0.216547789,0.671221532,0.544050104,0.151552795,0.310206805,0.699672131,0.685110425
0.19524618,0.151955307,0.384368308,0.717676982,0.567961165,0.240381834,0.672979027,0.534591195,0.118908382,0.296060991,0.636931621,0.663580247
0.139784946,0.121166415,0.285238624,0.669238187,0.524357839,0.253918495,0.716972682,0.74137931,0.667686035,0.182338512,0.249240122,0.220657277
0.131204309,0.12522171,0.27661597,0.679928476,0.52617801,0.211912944,0.712719799,0.755742552,0.685080021,0.247269116,0.31824611,0.221719457
0.185562633,0.15571344,0.451713396,0.689320388,0.537731781,0.289845758,0.639260676,0.530201342,0.121040724,0.775224775,0.822135162,0.268266667
0.16627451,0.126993503,0.407777778,0.641912513,0.516216216,0.221801224,0.705642257,0.719745223,0.656887121,0.259767687,0.716296088,0.694050992
0.096187478,0.100516944,0.380652547,0.628361858,0.522960321,0.226587888,0.712956502,0.731069298,0.631043257,0.209056604,0.568869673,0.671931956
